cement,slag,flyash,scm,water,superplasticizer,coarse_agg,fine_agg,binder,w_b_ratio,recycled_agg_pct,fiber_pct,fiber_type,fiber_length,age,compressive_strength,tensile_strength,scm_frac,fiber_flag,total_aggregate,agg_to_binder_ratio
376.0,0.0,0.0,0.0,214.6,0.0,1003.5,762.4,376.0,0.5707446808510638,0.0,0.0,none,0,14,25.62,0,0.0,0,1765.9,4.69654255319149
376.0,0.0,0.0,0.0,214.6,0.0,1003.5,762.4,376.0,0.5707446808510638,0.0,0.0,none,0,28,31.97,0,0.0,0,1765.9,4.69654255319149
376.0,0.0,0.0,0.0,214.6,0.0,1003.5,762.4,376.0,0.5707446808510638,0.0,0.0,none,0,56,36.3,0,0.0,0,1765.9,4.69654255319149
376.0,0.0,0.0,0.0,214.6,0.0,1003.5,762.4,376.0,0.5707446808510638,0.0,0.0,none,0,100,43.06,0,0.0,0,1765.9,4.69654255319149
500.0,0.0,0.0,0.0,140.0,4.0,966.0,853.0,500.0,0.28,0.0,0.0,none,0,28,67.57,0,0.0,0,1819.0,3.638
475.0,0.0,59.0,59.0,142.0,1.9,1098.0,641.0,534.0,0.26591760299625467,0.0,0.0,none,0,28,57.23,0,0.1104868913857678,0,1739.0,3.256554307116105
315.0,137.0,0.0,137.0,145.0,5.9,1130.0,745.0,452.0,0.32079646017699115,0.0,0.0,none,0,28,81.75,0,0.3030973451327434,0,1875.0,4.148230088495575
505.0,0.0,60.0,60.0,195.0,0.0,1030.0,630.0,565.0,0.34513274336283184,0.0,0.0,none,0,28,64.02,0,0.10619469026548672,0,1660.0,2.938053097345133
451.0,0.0,0.0,0.0,165.0,11.3,1030.0,745.0,451.0,0.36585365853658536,0.0,0.0,none,0,28,78.8,0,0.0,0,1775.0,3.9356984478935697
516.0,0.0,0.0,0.0,162.0,8.2,801.0,802.0,516.0,0.313953488372093,0.0,0.0,none,0,28,41.37,0,0.0,0,1603.0,3.106589147286822
520.0,0.0,0.0,0.0,170.0,5.2,855.0,855.0,520.0,0.3269230769230769,0.0,0.0,none,0,28,60.28,0,0.0,0,1710.0,3.2884615384615383
528.0,0.0,0.0,0.0,185.0,6.9,920.0,720.0,528.0,0.3503787878787879,0.0,0.0,none,0,28,56.83,0,0.0,0,1640.0,3.106060606060606
520.0,0.0,0.0,0.0,175.0,5.2,870.0,805.0,520.0,0.33653846153846156,0.0,0.0,none,0,28,51.02,0,0.0,0,1675.0,3.2211538461538463
385.0,0.0,136.0,136.0,158.0,20.0,903.0,768.0,521.0,0.30326295585412666,0.0,0.0,none,0,28,55.55,0,0.26103646833013433,0,1671.0,3.2072936660268714
500.1,0.0,0.0,0.0,200.0,3.0,1124.4,613.2,500.1,0.3999200159968006,0.0,0.0,none,0,28,44.13,0,0.0,0,1737.6000000000001,3.474505098980204
450.1,50.0,0.0,50.0,200.0,3.0,1124.4,613.2,500.1,0.3999200159968006,0.0,0.0,none,0,28,39.38,0,0.09998000399920015,0,1737.6000000000001,3.474505098980204
397.0,17.2,158.0,175.2,167.0,20.8,967.0,633.0,572.2,0.2918559944075498,0.0,0.0,none,0,28,55.65,0,0.306186648025166,0,1600.0,2.7962250961202373
333.0,17.5,163.0,180.5,167.0,17.9,996.0,652.0,513.5,0.3252190847127556,0.0,0.0,none,0,28,47.28,0,0.35150925024342744,0,1648.0,3.2093476144109054
334.0,17.6,158.0,175.6,189.0,15.3,967.0,633.0,509.6,0.37087912087912084,0.0,0.0,none,0,28,44.33,0,0.3445839874411303,0,1600.0,3.139717425431711
405.0,0.0,0.0,0.0,175.0,0.0,1120.0,695.0,405.0,0.43209876543209874,0.0,0.0,none,0,28,52.3,0,0.0,0,1815.0,4.481481481481482
200.0,200.0,0.0,200.0,190.0,0.0,1145.0,660.0,400.0,0.475,0.0,0.0,none,0,28,49.25,0,0.5,0,1805.0,4.5125
516.0,0.0,0.0,0.0,162.0,8.3,801.0,802.0,516.0,0.313953488372093,0.0,0.0,none,0,28,41.37,0,0.0,0,1603.0,3.106589147286822
145.0,116.0,119.0,235.0,184.0,5.7,833.0,880.0,380.0,0.4842105263157895,0.0,0.0,none,0,28,29.16,0,0.618421052631579,0,1713.0,4.507894736842105
160.0,128.0,122.0,250.0,182.0,6.4,824.0,879.0,410.0,0.44390243902439025,0.0,0.0,none,0,28,39.4,0,0.6097560975609756,0,1703.0,4.1536585365853655
234.0,156.0,0.0,156.0,189.0,5.9,981.0,760.0,390.0,0.4846153846153846,0.0,0.0,none,0,28,39.3,0,0.4,0,1741.0,4.464102564102564
250.0,180.0,95.0,275.0,159.0,9.5,860.0,800.0,525.0,0.3028571428571429,0.0,0.0,none,0,28,67.87,0,0.5238095238095238,0,1660.0,3.1619047619047618
475.0,0.0,0.0,0.0,162.0,9.5,1044.0,662.0,475.0,0.3410526315789474,0.0,0.0,none,0,28,58.52,0,0.0,0,1706.0,3.591578947368421
285.0,190.0,0.0,190.0,163.0,7.6,1031.0,685.0,475.0,0.3431578947368421,0.0,0.0,none,0,28,53.58,0,0.4,0,1716.0,3.6126315789473686
356.0,119.0,0.0,119.0,160.0,9.0,1061.0,657.0,475.0,0.3368421052631579,0.0,0.0,none,0,28,59.0,0,0.2505263157894737,0,1718.0,3.616842105263158
275.0,180.0,120.0,300.0,162.0,10.4,830.0,765.0,575.0,0.2817391304347826,0.0,0.0,none,0,28,76.24,0,0.5217391304347826,0,1595.0,2.773913043478261
500.0,0.0,0.0,0.0,151.0,9.0,1033.0,655.0,500.0,0.302,0.0,0.0,none,0,28,69.84,0,0.0,0,1688.0,3.376
165.0,0.0,143.6,143.6,163.8,0.0,1005.6,900.9,308.6,0.5307841866493843,0.0,0.0,none,0,3,14.4,0,0.4653272845106934,0,1906.5,6.177900194426441
165.0,128.5,132.1,260.6,175.1,8.1,1005.8,746.6,425.6,0.41141917293233077,0.0,0.0,none,0,3,19.42,0,0.612312030075188,0,1752.4,4.117481203007519
178.0,129.8,118.6,248.4,179.9,3.6,1007.3,746.8,426.4,0.42190431519699817,0.0,0.0,none,0,3,20.73,0,0.5825515947467167,0,1754.1,4.113742964352721
167.4,129.9,128.6,258.5,175.5,7.8,1006.3,746.6,425.9,0.41206856069499886,0.0,0.0,none,0,3,14.94,0,0.606949988260155,0,1752.9,4.11575487203569
172.4,13.6,172.4,186.0,156.8,4.1,1006.3,856.4,358.4,0.43750000000000006,0.0,0.0,none,0,3,21.29,0,0.5189732142857143,0,1862.6999999999998,5.197265625
173.5,50.1,173.5,223.6,164.8,6.5,1006.2,793.5,397.1,0.41500881390078065,0.0,0.0,none,0,3,23.08,0,0.563082347015865,0,1799.7,4.53210778141526
167.0,75.4,167.0,242.4,164.0,7.9,1007.3,770.1,409.4,0.4005862237420616,0.0,0.0,none,0,3,15.52,0,0.5920859794821691,0,1777.4,4.341475329750855
173.8,93.4,159.9,253.3,172.3,9.7,1007.2,746.6,427.1,0.403418403184266,0.0,0.0,none,0,3,15.82,0,0.5930695387497074,0,1753.8000000000002,4.106298290798408
190.3,0.0,125.2,125.2,166.6,9.9,1079.0,798.9,315.5,0.5280507131537242,0.0,0.0,none,0,3,12.55,0,0.39683042789223455,0,1877.9,5.952139461172742
250.0,0.0,95.7,95.7,191.8,5.3,948.9,857.2,345.7,0.5548163147237489,0.0,0.0,none,0,3,8.49,0,0.27682962105872144,0,1806.1,5.224472085623373
213.5,0.0,174.2,174.2,159.2,11.7,1043.6,771.9,387.7,0.41062677327830793,0.0,0.0,none,0,3,15.61,0,0.449316481815837,0,1815.5,4.682744389992262
194.7,0.0,100.5,100.5,170.2,7.5,998.0,901.8,295.2,0.5765582655826558,0.0,0.0,none,0,3,12.18,0,0.3404471544715447,0,1899.8,6.435636856368564
251.4,0.0,118.3,118.3,192.9,5.8,1043.6,754.3,369.7,0.5217744116851502,0.0,0.0,none,0,3,11.98,0,0.31998918041655394,0,1797.8999999999999,4.863132269407628
165.0,0.0,143.6,143.6,163.8,0.0,1005.6,900.9,308.6,0.5307841866493843,0.0,0.0,none,0,14,16.88,0,0.4653272845106934,0,1906.5,6.177900194426441
165.0,128.5,132.1,260.6,175.1,8.1,1005.8,746.6,425.6,0.41141917293233077,0.0,0.0,none,0,14,33.09,0,0.612312030075188,0,1752.4,4.117481203007519
178.0,129.8,118.6,248.4,179.9,3.6,1007.3,746.8,426.4,0.42190431519699817,0.0,0.0,none,0,14,34.24,0,0.5825515947467167,0,1754.1,4.113742964352721
167.4,129.9,128.6,258.5,175.5,7.8,1006.3,746.6,425.9,0.41206856069499886,0.0,0.0,none,0,14,31.81,0,0.606949988260155,0,1752.9,4.11575487203569
172.4,13.6,172.4,186.0,156.8,4.1,1006.3,856.4,358.4,0.43750000000000006,0.0,0.0,none,0,14,29.75,0,0.5189732142857143,0,1862.6999999999998,5.197265625
173.5,50.1,173.5,223.6,164.8,6.5,1006.2,793.5,397.1,0.41500881390078065,0.0,0.0,none,0,14,33.01,0,0.563082347015865,0,1799.7,4.53210778141526
167.0,75.4,167.0,242.4,164.0,7.9,1007.3,770.1,409.4,0.4005862237420616,0.0,0.0,none,0,14,32.9,0,0.5920859794821691,0,1777.4,4.341475329750855
173.8,93.4,159.9,253.3,172.3,9.7,1007.2,746.6,427.1,0.403418403184266,0.0,0.0,none,0,14,29.55,0,0.5930695387497074,0,1753.8000000000002,4.106298290798408
190.3,0.0,125.2,125.2,166.6,9.9,1079.0,798.9,315.5,0.5280507131537242,0.0,0.0,none,0,14,19.42,0,0.39683042789223455,0,1877.9,5.952139461172742
250.0,0.0,95.7,95.7,191.8,5.3,948.9,857.2,345.7,0.5548163147237489,0.0,0.0,none,0,14,24.66,0,0.27682962105872144,0,1806.1,5.224472085623373
213.5,0.0,174.2,174.2,159.2,11.7,1043.6,771.9,387.7,0.41062677327830793,0.0,0.0,none,0,14,29.59,0,0.449316481815837,0,1815.5,4.682744389992262
194.7,0.0,100.5,100.5,170.2,7.5,998.0,901.8,295.2,0.5765582655826558,0.0,0.0,none,0,14,24.28,0,0.3404471544715447,0,1899.8,6.435636856368564
251.4,0.0,118.3,118.3,192.9,5.8,1043.6,754.3,369.7,0.5217744116851502,0.0,0.0,none,0,14,20.73,0,0.31998918041655394,0,1797.8999999999999,4.863132269407628
165.0,0.0,143.6,143.6,163.8,0.0,1005.6,900.9,308.6,0.5307841866493843,0.0,0.0,none,0,28,26.2,0,0.4653272845106934,0,1906.5,6.177900194426441
165.0,128.5,132.1,260.6,175.1,8.1,1005.8,746.6,425.6,0.41141917293233077,0.0,0.0,none,0,28,46.39,0,0.612312030075188,0,1752.4,4.117481203007519
178.0,129.8,118.6,248.4,179.9,3.6,1007.3,746.8,426.4,0.42190431519699817,0.0,0.0,none,0,28,39.16,0,0.5825515947467167,0,1754.1,4.113742964352721
167.4,129.9,128.6,258.5,175.5,7.8,1006.3,746.6,425.9,0.41206856069499886,0.0,0.0,none,0,28,41.2,0,0.606949988260155,0,1752.9,4.11575487203569
172.4,13.6,172.4,186.0,156.8,4.1,1006.3,856.4,358.4,0.43750000000000006,0.0,0.0,none,0,28,33.69,0,0.5189732142857143,0,1862.6999999999998,5.197265625
173.5,50.1,173.5,223.6,164.8,6.5,1006.2,793.5,397.1,0.41500881390078065,0.0,0.0,none,0,28,38.2,0,0.563082347015865,0,1799.7,4.53210778141526
167.0,75.4,167.0,242.4,164.0,7.9,1007.3,770.1,409.4,0.4005862237420616,0.0,0.0,none,0,28,41.41,0,0.5920859794821691,0,1777.4,4.341475329750855
173.8,93.4,159.9,253.3,172.3,9.7,1007.2,746.6,427.1,0.403418403184266,0.0,0.0,none,0,28,37.81,0,0.5930695387497074,0,1753.8000000000002,4.106298290798408
190.3,0.0,125.2,125.2,166.6,9.9,1079.0,798.9,315.5,0.5280507131537242,0.0,0.0,none,0,28,24.85,0,0.39683042789223455,0,1877.9,5.952139461172742
250.0,0.0,95.7,95.7,191.8,5.3,948.9,857.2,345.7,0.5548163147237489,0.0,0.0,none,0,28,27.22,0,0.27682962105872144,0,1806.1,5.224472085623373
213.5,0.0,174.2,174.2,159.2,11.7,1043.6,771.9,387.7,0.41062677327830793,0.0,0.0,none,0,28,44.64,0,0.449316481815837,0,1815.5,4.682744389992262
194.7,0.0,100.5,100.5,170.2,7.5,998.0,901.8,295.2,0.5765582655826558,0.0,0.0,none,0,28,37.27,0,0.3404471544715447,0,1899.8,6.435636856368564
251.4,0.0,118.3,118.3,192.9,5.8,1043.6,754.3,369.7,0.5217744116851502,0.0,0.0,none,0,28,33.27,0,0.31998918041655394,0,1797.8999999999999,4.863132269407628
165.0,0.0,143.6,143.6,163.8,0.0,1005.6,900.9,308.6,0.5307841866493843,0.0,0.0,none,0,56,36.56,0,0.4653272845106934,0,1906.5,6.177900194426441
165.0,128.5,132.1,260.6,175.1,8.1,1005.8,746.6,425.6,0.41141917293233077,0.0,0.0,none,0,56,53.72,0,0.612312030075188,0,1752.4,4.117481203007519
178.0,129.8,118.6,248.4,179.9,3.6,1007.3,746.8,426.4,0.42190431519699817,0.0,0.0,none,0,56,48.59,0,0.5825515947467167,0,1754.1,4.113742964352721
167.4,129.9,128.6,258.5,175.5,7.8,1006.3,746.6,425.9,0.41206856069499886,0.0,0.0,none,0,56,51.72,0,0.606949988260155,0,1752.9,4.11575487203569
172.4,13.6,172.4,186.0,156.8,4.1,1006.3,856.4,358.4,0.43750000000000006,0.0,0.0,none,0,56,35.85,0,0.5189732142857143,0,1862.6999999999998,5.197265625
173.5,50.1,173.5,223.6,164.8,6.5,1006.2,793.5,397.1,0.41500881390078065,0.0,0.0,none,0,56,53.77,0,0.563082347015865,0,1799.7,4.53210778141526
167.0,75.4,167.0,242.4,164.0,7.9,1007.3,770.1,409.4,0.4005862237420616,0.0,0.0,none,0,56,53.46,0,0.5920859794821691,0,1777.4,4.341475329750855
173.8,93.4,159.9,253.3,172.3,9.7,1007.2,746.6,427.1,0.403418403184266,0.0,0.0,none,0,56,48.99,0,0.5930695387497074,0,1753.8000000000002,4.106298290798408
190.3,0.0,125.2,125.2,166.6,9.9,1079.0,798.9,315.5,0.5280507131537242,0.0,0.0,none,0,56,31.72,0,0.39683042789223455,0,1877.9,5.952139461172742
250.0,0.0,95.7,95.7,191.8,5.3,948.9,857.2,345.7,0.5548163147237489,0.0,0.0,none,0,56,39.64,0,0.27682962105872144,0,1806.1,5.224472085623373
213.5,0.0,174.2,174.2,159.2,11.7,1043.6,771.9,387.7,0.41062677327830793,0.0,0.0,none,0,56,51.26,0,0.449316481815837,0,1815.5,4.682744389992262
194.7,0.0,100.5,100.5,170.2,7.5,998.0,901.8,295.2,0.5765582655826558,0.0,0.0,none,0,56,43.39,0,0.3404471544715447,0,1899.8,6.435636856368564
251.4,0.0,118.3,118.3,192.9,5.8,1043.6,754.3,369.7,0.5217744116851502,0.0,0.0,none,0,56,39.27,0,0.31998918041655394,0,1797.8999999999999,4.863132269407628
165.0,0.0,143.6,143.6,163.8,0.0,1005.6,900.9,308.6,0.5307841866493843,0.0,0.0,none,0,100,37.96,0,0.4653272845106934,0,1906.5,6.177900194426441
165.0,128.5,132.1,260.6,175.1,8.1,1005.8,746.6,425.6,0.41141917293233077,0.0,0.0,none,0,100,55.02,0,0.612312030075188,0,1752.4,4.117481203007519
178.0,129.8,118.6,248.4,179.9,3.6,1007.3,746.8,426.4,0.42190431519699817,0.0,0.0,none,0,100,49.99,0,0.5825515947467167,0,1754.1,4.113742964352721
167.4,129.9,128.6,258.5,175.5,7.8,1006.3,746.6,425.9,0.41206856069499886,0.0,0.0,none,0,100,53.66,0,0.606949988260155,0,1752.9,4.11575487203569
172.4,13.6,172.4,186.0,156.8,4.1,1006.3,856.4,358.4,0.43750000000000006,0.0,0.0,none,0,100,37.68,0,0.5189732142857143,0,1862.6999999999998,5.197265625
173.5,50.1,173.5,223.6,164.8,6.5,1006.2,793.5,397.1,0.41500881390078065,0.0,0.0,none,0,100,56.06,0,0.563082347015865,0,1799.7,4.53210778141526
167.0,75.4,167.0,242.4,164.0,7.9,1007.3,770.1,409.4,0.4005862237420616,0.0,0.0,none,0,100,56.81,0,0.5920859794821691,0,1777.4,4.341475329750855
173.8,93.4,159.9,253.3,172.3,9.7,1007.2,746.6,427.1,0.403418403184266,0.0,0.0,none,0,100,50.94,0,0.5930695387497074,0,1753.8000000000002,4.106298290798408
190.3,0.0,125.2,125.2,166.6,9.9,1079.0,798.9,315.5,0.5280507131537242,0.0,0.0,none,0,100,33.56,0,0.39683042789223455,0,1877.9,5.952139461172742
250.0,0.0,95.7,95.7,191.8,5.3,948.9,857.2,345.7,0.5548163147237489,0.0,0.0,none,0,100,41.16,0,0.27682962105872144,0,1806.1,5.224472085623373
213.5,0.0,174.2,174.2,159.2,11.7,1043.6,771.9,387.7,0.41062677327830793,0.0,0.0,none,0,100,52.96,0,0.449316481815837,0,1815.5,4.682744389992262
194.7,0.0,100.5,100.5,170.2,7.5,998.0,901.8,295.2,0.5765582655826558,0.0,0.0,none,0,100,44.28,0,0.3404471544715447,0,1899.8,6.435636856368564
251.4,0.0,118.3,118.3,192.9,5.8,1043.6,754.3,369.7,0.5217744116851502,0.0,0.0,none,0,100,40.15,0,0.31998918041655394,0,1797.8999999999999,4.863132269407628
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,28,57.03,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,28,44.42,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,28,51.02,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,10.3,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,28,53.39,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,3,35.36,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,3,25.02,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,3,23.35,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,7,52.01,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,7,38.02,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,7,39.3,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,56,61.07,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,56,56.14,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,11.6,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,56,55.25,0,0.18761384335154827,0,1679.0,3.058287795992714
446.0,24.0,79.0,103.0,162.0,10.3,967.0,712.0,549.0,0.29508196721311475,0.0,0.0,none,0,56,54.77,0,0.18761384335154827,0,1679.0,3.058287795992714
387.0,20.0,94.0,114.0,157.0,14.3,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,28,50.24,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,13.9,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,28,46.68,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,11.6,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,28,46.68,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,14.3,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,3,22.75,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,13.9,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,3,25.51,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,11.6,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,3,34.77,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,14.3,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,7,36.84,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,13.9,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,7,45.9,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,11.6,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,7,41.67,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,14.3,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,56,56.34,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,13.9,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,56,47.97,0,0.2275449101796407,0,1783.0,3.5588822355289422
387.0,20.0,94.0,114.0,157.0,11.6,938.0,845.0,501.0,0.313373253493014,0.0,0.0,none,0,56,61.46,0,0.2275449101796407,0,1783.0,3.5588822355289422
355.0,19.0,97.0,116.0,145.0,13.1,967.0,871.0,471.0,0.3078556263269639,0.0,0.0,none,0,28,44.03,0,0.24628450106157113,0,1838.0,3.902335456475584
355.0,19.0,97.0,116.0,145.0,12.3,967.0,871.0,471.0,0.3078556263269639,0.0,0.0,none,0,28,55.45,0,0.24628450106157113,0,1838.0,3.902335456475584
491.0,26.0,123.0,149.0,210.0,3.9,882.0,699.0,640.0,0.328125,0.0,0.0,none,0,28,55.55,0,0.2328125,0,1581.0,2.4703125
491.0,26.0,123.0,149.0,201.0,3.9,822.0,699.0,640.0,0.3140625,0.0,0.0,none,0,28,57.92,0,0.2328125,0,1521.0,2.3765625
491.0,26.0,123.0,149.0,210.0,3.9,882.0,699.0,640.0,0.328125,0.0,0.0,none,0,3,25.61,0,0.2328125,0,1581.0,2.4703125
491.0,26.0,123.0,149.0,210.0,3.9,882.0,699.0,640.0,0.328125,0.0,0.0,none,0,7,33.49,0,0.2328125,0,1581.0,2.4703125
491.0,26.0,123.0,149.0,210.0,3.9,882.0,699.0,640.0,0.328125,0.0,0.0,none,0,56,59.59,0,0.2328125,0,1581.0,2.4703125
491.0,26.0,123.0,149.0,201.0,3.9,822.0,699.0,640.0,0.3140625,0.0,0.0,none,0,3,29.55,0,0.2328125,0,1521.0,2.3765625
491.0,26.0,123.0,149.0,201.0,3.9,822.0,699.0,640.0,0.3140625,0.0,0.0,none,0,7,37.92,0,0.2328125,0,1521.0,2.3765625
491.0,26.0,123.0,149.0,201.0,3.9,822.0,699.0,640.0,0.3140625,0.0,0.0,none,0,56,61.86,0,0.2328125,0,1521.0,2.3765625
424.0,22.0,132.0,154.0,178.0,8.5,822.0,750.0,578.0,0.3079584775086505,0.0,0.0,none,0,28,62.05,0,0.2664359861591695,0,1572.0,2.7197231833910034
424.0,22.0,132.0,154.0,178.0,8.5,882.0,750.0,578.0,0.3079584775086505,0.0,0.0,none,0,3,32.01,0,0.2664359861591695,0,1632.0,2.823529411764706
424.0,22.0,132.0,154.0,168.0,8.9,822.0,750.0,578.0,0.2906574394463668,0.0,0.0,none,0,28,72.1,0,0.2664359861591695,0,1572.0,2.7197231833910034
424.0,22.0,132.0,154.0,178.0,8.5,822.0,750.0,578.0,0.3079584775086505,0.0,0.0,none,0,7,39.0,0,0.2664359861591695,0,1572.0,2.7197231833910034
424.0,22.0,132.0,154.0,178.0,8.5,822.0,750.0,578.0,0.3079584775086505,0.0,0.0,none,0,56,65.7,0,0.2664359861591695,0,1572.0,2.7197231833910034
424.0,22.0,132.0,154.0,168.0,8.9,822.0,750.0,578.0,0.2906574394463668,0.0,0.0,none,0,3,32.11,0,0.2664359861591695,0,1572.0,2.7197231833910034
424.0,22.0,132.0,154.0,168.0,8.9,822.0,750.0,578.0,0.2906574394463668,0.0,0.0,none,0,7,40.29,0,0.2664359861591695,0,1572.0,2.7197231833910034
424.0,22.0,132.0,154.0,168.0,8.9,822.0,750.0,578.0,0.2906574394463668,0.0,0.0,none,0,56,74.36,0,0.2664359861591695,0,1572.0,2.7197231833910034
202.0,11.0,141.0,152.0,206.0,1.7,942.0,801.0,354.0,0.5819209039548022,0.0,0.0,none,0,28,21.97,0,0.4293785310734463,0,1743.0,4.923728813559322
202.0,11.0,141.0,152.0,206.0,1.7,942.0,801.0,354.0,0.5819209039548022,0.0,0.0,none,0,3,9.85,0,0.4293785310734463,0,1743.0,4.923728813559322
202.0,11.0,141.0,152.0,206.0,1.7,942.0,801.0,354.0,0.5819209039548022,0.0,0.0,none,0,7,15.07,0,0.4293785310734463,0,1743.0,4.923728813559322
202.0,11.0,141.0,152.0,206.0,1.7,942.0,801.0,354.0,0.5819209039548022,0.0,0.0,none,0,56,23.25,0,0.4293785310734463,0,1743.0,4.923728813559322
284.0,15.0,141.0,156.0,179.0,5.5,842.0,801.0,440.0,0.4068181818181818,0.0,0.0,none,0,28,43.73,0,0.35454545454545455,0,1643.0,3.734090909090909
284.0,15.0,141.0,156.0,179.0,5.5,842.0,801.0,440.0,0.4068181818181818,0.0,0.0,none,0,3,13.4,0,0.35454545454545455,0,1643.0,3.734090909090909
284.0,15.0,141.0,156.0,179.0,5.5,842.0,801.0,440.0,0.4068181818181818,0.0,0.0,none,0,7,24.13,0,0.35454545454545455,0,1643.0,3.734090909090909
284.0,15.0,141.0,156.0,179.0,5.5,842.0,801.0,440.0,0.4068181818181818,0.0,0.0,none,0,56,44.52,0,0.35454545454545455,0,1643.0,3.734090909090909
359.0,19.0,141.0,160.0,154.0,10.9,942.0,801.0,519.0,0.29672447013487474,0.0,0.0,none,0,28,62.94,0,0.30828516377649323,0,1743.0,3.3583815028901736
359.0,19.0,141.0,160.0,154.0,10.9,942.0,801.0,519.0,0.29672447013487474,0.0,0.0,none,0,28,59.49,0,0.30828516377649323,0,1743.0,3.3583815028901736
359.0,19.0,141.0,160.0,154.0,10.9,942.0,801.0,519.0,0.29672447013487474,0.0,0.0,none,0,3,25.12,0,0.30828516377649323,0,1743.0,3.3583815028901736
359.0,19.0,141.0,160.0,154.0,10.9,942.0,801.0,519.0,0.29672447013487474,0.0,0.0,none,0,3,23.64,0,0.30828516377649323,0,1743.0,3.3583815028901736
359.0,19.0,141.0,160.0,154.0,10.9,942.0,801.0,519.0,0.29672447013487474,0.0,0.0,none,0,7,35.75,0,0.30828516377649323,0,1743.0,3.3583815028901736
359.0,19.0,141.0,160.0,154.0,10.9,942.0,801.0,519.0,0.29672447013487474,0.0,0.0,none,0,7,38.61,0,0.30828516377649323,0,1743.0,3.3583815028901736
359.0,19.0,141.0,160.0,154.0,10.9,942.0,801.0,519.0,0.29672447013487474,0.0,0.0,none,0,56,68.75,0,0.30828516377649323,0,1743.0,3.3583815028901736
359.0,19.0,141.0,160.0,154.0,10.9,942.0,801.0,519.0,0.29672447013487474,0.0,0.0,none,0,56,66.78,0,0.30828516377649323,0,1743.0,3.3583815028901736
